timestamp,value
2018-12-28T03:55:00Z,0.0
2018-12-28T04:00:00Z,0.0
2018-12-28T04:05:00Z,0.0
2018-12-28T04:10:00Z,0.0
2018-12-28T04:15:00Z,0.0
2018-12-28T04:20:00Z,0.0
2018-12-28T04:25:00Z,0.0
2018-12-28T04:30:00Z,0.0
2018-12-28T04:35:00Z,0.0
2018-12-28T04:40:00Z,0.0
2018-12-28T04:45:00Z,0.0
2018-12-28T04:50:00Z,0.0
2018-12-28T04:55:00Z,0.0
2018-12-28T05:00:00Z,0.0
2018-12-28T05:05:00Z,0.0
2018-12-28T05:10:00Z,0.0
2018-12-28T05:15:00Z,0.0
2018-12-28T05:20:00Z,0.0
2018-12-28T05:25:00Z,0.0
2018-12-28T05:30:00Z,0.0
2018-12-28T05:35:00Z,0.0
2018-12-28T05:40:00Z,0.0
2018-12-28T05:45:00Z,0.0
2018-12-28T05:50:00Z,0.0
2018-12-28T05:55:00Z,0.0
2018-12-28T06:00:00Z,0.0
2018-12-28T06:05:00Z,0.0
2018-12-28T06:10:00Z,0.0
2018-12-28T06:15:00Z,0.0
2018-12-28T06:20:00Z,0.0
2018-12-28T06:25:00Z,0.0
2018-12-28T06:30:00Z,0.0
2018-12-28T06:35:00Z,0.0
2018-12-28T06:40:00Z,0.0
2018-12-28T06:45:00Z,0.0
2018-12-28T06:50:00Z,0.0
2018-12-28T06:55:00Z,0.0
2018-12-28T07:00:00Z,0.0
2018-12-28T07:05:00Z,0.0
2018-12-28T07:10:00Z,0.0
2018-12-28T07:15:00Z,0.0
2018-12-28T07:20:00Z,0.0
2018-12-28T07:25:00Z,0.0
2018-12-28T07:30:00Z,0.0
2018-12-28T07:35:00Z,0.0
2018-12-28T07:40:00Z,0.0
2018-12-28T07:45:00Z,0.0
2018-12-28T07:50:00Z,0.0
2018-12-28T07:55:00Z,0.0
2018-12-28T08:00:00Z,0.0
2018-12-28T08:05:00Z,0.0
2018-12-28T08:10:00Z,0.0
2018-12-28T08:15:00Z,0.0
2018-12-28T08:20:00Z,0.0
2018-12-28T08:25:00Z,0.0
2018-12-28T08:30:00Z,0.0
2018-12-28T08:35:00Z,0.0
2018-12-28T08:40:00Z,0.0
2018-12-28T08:45:00Z,0.0
2018-12-28T08:50:00Z,0.0
2018-12-28T08:55:00Z,0.0
2018-12-28T09:00:00Z,0.0
2018-12-28T09:05:00Z,0.0
2018-12-28T09:10:00Z,0.0
2018-12-28T09:15:00Z,0.0
2018-12-28T09:20:00Z,0.0
2018-12-28T09:25:00Z,0.0
2018-12-28T09:30:00Z,0.0
2018-12-28T09:35:00Z,0.0
2018-12-28T09:40:00Z,0.0
2018-12-28T09:45:00Z,0.0
2018-12-28T09:50:00Z,0.0
2018-12-28T09:55:00Z,0.0
2018-12-28T10:00:00Z,0.0
2018-12-28T10:05:00Z,0.0
2018-12-28T10:10:00Z,0.0
2018-12-28T10:15:00Z,0.0
2018-12-28T10:20:00Z,0.0
2018-12-28T10:25:00Z,0.0
2018-12-28T10:30:00Z,0.0
2018-12-28T10:35:00Z,0.0
2018-12-28T10:40:00Z,0.0
2018-12-28T10:45:00Z,0.0
2018-12-28T10:50:00Z,0.0
2018-12-28T10:55:00Z,0.0
2018-12-28T11:00:00Z,0.0
2018-12-28T11:05:00Z,0.0
2018-12-28T11:10:00Z,0.0
2018-12-28T11:15:00Z,0.0
2018-12-28T11:20:00Z,0.0
2018-12-28T11:25:00Z,0.0
2018-12-28T11:30:00Z,0.0
2018-12-28T11:35:00Z,0.0
2018-12-28T11:40:00Z,0.0
2018-12-28T11:45:00Z,0.0
2018-12-28T11:50:00Z,0.0
2018-12-28T11:55:00Z,0.0
2018-12-28T12:00:00Z,0.0
2018-12-28T12:05:00Z,0.0
2018-12-28T12:10:00Z,0.0
2018-12-28T12:15:00Z,0.0
2018-12-28T12:20:00Z,0.0
2018-12-28T12:25:00Z,0.0
2018-12-28T12:30:00Z,0.0
2018-12-28T12:35:00Z,0.0
2018-12-28T12:40:00Z,0.0
2018-12-28T12:45:00Z,0.0
2018-12-28T12:50:00Z,0.0
2018-12-28T12:55:00Z,0.0
2018-12-28T13:00:00Z,0.0
2018-12-28T13:05:00Z,0.0
2018-12-28T13:10:00Z,0.0
2018-12-28T13:15:00Z,0.0
2018-12-28T13:20:00Z,0.0
2018-12-28T13:25:00Z,0.0
2018-12-28T13:30:00Z,0.0
2018-12-28T13:35:00Z,0.0
2018-12-28T13:40:00Z,0.0
2018-12-28T13:45:00Z,0.0
2018-12-28T13:50:00Z,0.0
2018-12-28T13:55:00Z,0.0
2018-12-28T14:00:00Z,0.0
2018-12-28T14:05:00Z,0.0
2018-12-28T14:10:00Z,0.0
2018-12-28T14:15:00Z,0.0
2018-12-28T14:20:00Z,0.0
2018-12-28T14:25:00Z,0.0
2018-12-28T14:30:00Z,0.0
2018-12-28T14:35:00Z,0.0
2018-12-28T14:40:00Z,0.0
2018-12-28T14:45:00Z,0.0
2018-12-28T14:50:00Z,0.0
2018-12-28T14:55:00Z,0.0
2018-12-28T15:00:00Z,0.0
2018-12-28T15:05:00Z,0.0
2018-12-28T15:10:00Z,0.0
2018-12-28T15:15:00Z,0.0
2018-12-28T15:20:00Z,0.0
2018-12-28T15:25:00Z,0.0
2018-12-28T15:30:00Z,0.0
2018-12-28T15:35:00Z,0.0
2018-12-28T15:40:00Z,0.0
2018-12-28T15:45:00Z,0.0
2018-12-28T15:50:00Z,0.0
2018-12-28T15:55:00Z,0.0
2018-12-28T16:00:00Z,0.0
2018-12-28T16:05:00Z,0.0
2018-12-28T16:10:00Z,0.0
2018-12-28T16:15:00Z,0.0
2018-12-28T16:20:00Z,0.0
2018-12-28T16:25:00Z,0.0
2018-12-28T16:30:00Z,0.0
2018-12-28T16:35:00Z,0.0
2018-12-28T16:40:00Z,0.0
2018-12-28T16:45:00Z,0.0
2018-12-28T16:50:00Z,0.0
2018-12-28T16:55:00Z,0.0
2018-12-28T17:00:00Z,0.0
2018-12-28T17:05:00Z,0.0
2018-12-28T17:10:00Z,0.0
2018-12-28T17:15:00Z,0.0
2018-12-28T17:20:00Z,0.0
2018-12-28T17:25:00Z,0.0
2018-12-28T17:30:00Z,0.0
2018-12-28T17:35:00Z,0.0
2018-12-28T17:40:00Z,0.0
2018-12-28T17:45:00Z,0.0
2018-12-28T17:50:00Z,0.0
2018-12-28T17:55:00Z,0.0
2018-12-28T18:00:00Z,0.0
2018-12-28T18:05:00Z,0.0
2018-12-28T18:10:00Z,0.0
2018-12-28T18:15:00Z,0.0
2018-12-28T18:20:00Z,0.0
2018-12-28T18:25:00Z,0.0
2018-12-28T18:30:00Z,0.0
2018-12-28T18:35:00Z,0.0
2018-12-28T18:40:00Z,0.0
2018-12-28T18:45:00Z,0.0
2018-12-28T18:50:00Z,0.0
2018-12-28T18:55:00Z,0.0
2018-12-28T19:00:00Z,0.0
2018-12-28T19:05:00Z,0.0
2018-12-28T19:10:00Z,0.0
2018-12-28T19:15:00Z,0.0
2018-12-28T19:20:00Z,0.0
2018-12-28T19:25:00Z,0.0
2018-12-28T19:30:00Z,0.0
2018-12-28T19:35:00Z,0.0
2018-12-28T19:40:00Z,0.0
2018-12-28T19:45:00Z,0.0
2018-12-28T19:50:00Z,0.0
2018-12-28T19:55:00Z,0.0
2018-12-28T20:00:00Z,0.0
2018-12-28T20:05:00Z,0.0
2018-12-28T20:10:00Z,0.0
2018-12-28T20:15:00Z,0.0
2018-12-28T20:20:00Z,0.0
2018-12-28T20:25:00Z,0.0
2018-12-28T20:30:00Z,0.0
2018-12-28T20:35:00Z,0.0
2018-12-28T20:40:00Z,0.0
2018-12-28T20:45:00Z,0.0
2018-12-28T20:50:00Z,0.0
2018-12-28T20:55:00Z,0.0
2018-12-28T21:00:00Z,0.0
2018-12-28T21:05:00Z,0.0
2018-12-28T21:10:00Z,0.0
2018-12-28T21:15:00Z,0.0
2018-12-28T21:20:00Z,0.0
2018-12-28T21:25:00Z,0.0
2018-12-28T21:30:00Z,0.0
2018-12-28T21:35:00Z,0.0
2018-12-28T21:40:00Z,0.0
2018-12-28T21:45:00Z,0.0
2018-12-28T21:50:00Z,0.0
2018-12-28T21:55:00Z,0.0
2018-12-28T22:00:00Z,0.0
2018-12-28T22:05:00Z,0.0
2018-12-28T22:10:00Z,0.0
2018-12-28T22:15:00Z,0.0
2018-12-28T22:20:00Z,0.0
2018-12-28T22:25:00Z,0.0
2018-12-28T22:30:00Z,0.0
2018-12-28T22:35:00Z,0.0
2018-12-28T22:40:00Z,0.0
2018-12-28T22:45:00Z,0.0
2018-12-28T22:50:00Z,0.0
2018-12-28T22:55:00Z,0.0
2018-12-28T23:00:00Z,0.0
2018-12-28T23:05:00Z,0.0
2018-12-28T23:10:00Z,0.0
2018-12-28T23:15:00Z,0.0
2018-12-28T23:20:00Z,0.0
2018-12-28T23:25:00Z,0.0
2018-12-28T23:30:00Z,0.0
2018-12-28T23:35:00Z,0.0
2018-12-28T23:40:00Z,0.0
2018-12-28T23:45:00Z,0.0
2018-12-28T23:50:00Z,0.0
2018-12-28T23:55:00Z,0.0
2018-12-29T00:00:00Z,0.0
2018-12-29T00:05:00Z,0.0
2018-12-29T00:10:00Z,0.0
2018-12-29T00:15:00Z,0.0
2018-12-29T00:20:00Z,0.0
2018-12-29T00:25:00Z,0.0
2018-12-29T00:30:00Z,0.0
2018-12-29T00:35:00Z,0.0
2018-12-29T00:40:00Z,0.0
2018-12-29T00:45:00Z,0.0
2018-12-29T00:50:00Z,0.0
2018-12-29T00:55:00Z,0.0
2018-12-29T01:00:00Z,0.0
2018-12-29T01:05:00Z,0.0
2018-12-29T01:10:00Z,0.0
2018-12-29T01:15:00Z,0.0
2018-12-29T01:20:00Z,0.0
2018-12-29T01:25:00Z,0.0
2018-12-29T01:30:00Z,0.0
2018-12-29T01:35:00Z,0.0
2018-12-29T01:40:00Z,0.0
2018-12-29T01:45:00Z,0.0
2018-12-29T01:50:00Z,0.0
2018-12-29T01:55:00Z,0.0
2018-12-29T02:00:00Z,0.0
2018-12-29T02:05:00Z,0.0
2018-12-29T02:10:00Z,0.0
2018-12-29T02:15:00Z,0.0
2018-12-29T02:20:00Z,0.0
2018-12-29T02:25:00Z,0.0
2018-12-29T02:30:00Z,0.0
2018-12-29T02:35:00Z,0.0
2018-12-29T02:40:00Z,0.0
2018-12-29T02:45:00Z,0.0
2018-12-29T02:50:00Z,0.0
2018-12-29T02:55:00Z,0.0
2018-12-29T03:00:00Z,0.0
2018-12-29T03:05:00Z,0.0
2018-12-29T03:10:00Z,0.0
2018-12-29T03:15:00Z,0.0
2018-12-29T03:20:00Z,0.0
2018-12-29T03:25:00Z,0.0
2018-12-29T03:30:00Z,0.0
2018-12-29T03:35:00Z,0.0
2018-12-29T03:40:00Z,0.0
2018-12-29T03:45:00Z,0.0
2018-12-29T03:50:00Z,0.0
2018-12-29T03:55:00Z,0.0
2018-12-29T04:00:00Z,0.0
2018-12-29T04:05:00Z,0.0
2018-12-29T04:10:00Z,0.0
2018-12-29T04:15:00Z,0.0
2018-12-29T04:20:00Z,0.0
2018-12-29T04:25:00Z,0.0
2018-12-29T04:30:00Z,0.0
2018-12-29T04:35:00Z,0.0
2018-12-29T04:40:00Z,0.0
2018-12-29T04:45:00Z,0.0
2018-12-29T04:50:00Z,0.0
2018-12-29T04:55:00Z,0.0
2018-12-29T05:00:00Z,0.0
2018-12-29T05:05:00Z,0.0
2018-12-29T05:10:00Z,0.0
2018-12-29T05:15:00Z,0.0
2018-12-29T05:20:00Z,0.0
2018-12-29T05:25:00Z,0.0
2018-12-29T05:30:00Z,0.0
2018-12-29T05:35:00Z,0.0
2018-12-29T05:40:00Z,0.0
2018-12-29T05:45:00Z,0.0
2018-12-29T05:50:00Z,0.0
2018-12-29T05:55:00Z,0.0
2018-12-29T06:00:00Z,0.0
2018-12-29T06:05:00Z,0.0
2018-12-29T06:10:00Z,0.0
2018-12-29T06:15:00Z,0.0
2018-12-29T06:20:00Z,0.0
2018-12-29T06:25:00Z,0.0
2018-12-29T06:30:00Z,0.0
2018-12-29T06:35:00Z,0.0
2018-12-29T06:40:00Z,0.0
2018-12-29T06:45:00Z,0.0
2018-12-29T06:50:00Z,0.0
2018-12-29T06:55:00Z,0.0
2018-12-29T07:00:00Z,0.0
2018-12-29T07:05:00Z,0.0
2018-12-29T07:10:00Z,0.0
2018-12-29T07:15:00Z,0.0
2018-12-29T07:20:00Z,0.0
2018-12-29T07:25:00Z,0.0
2018-12-29T07:30:00Z,0.0
2018-12-29T07:35:00Z,0.0
2018-12-29T07:40:00Z,0.0
2018-12-29T07:45:00Z,0.0
2018-12-29T07:50:00Z,0.0
2018-12-29T07:55:00Z,0.0
2018-12-29T08:00:00Z,0.0
2018-12-29T08:05:00Z,0.0
2018-12-29T08:10:00Z,0.0
2018-12-29T08:15:00Z,0.0
2018-12-29T08:20:00Z,0.0
2018-12-29T08:25:00Z,0.0
2018-12-29T08:30:00Z,0.0
2018-12-29T08:35:00Z,0.0
2018-12-29T08:40:00Z,0.0
2018-12-29T08:45:00Z,0.0
2018-12-29T08:50:00Z,0.0
2018-12-29T08:55:00Z,0.0
2018-12-29T09:00:00Z,0.0
2018-12-29T09:05:00Z,0.0
2018-12-29T09:10:00Z,0.0
2018-12-29T09:15:00Z,0.0
2018-12-29T09:20:00Z,0.0
2018-12-29T09:25:00Z,0.0
2018-12-29T09:30:00Z,0.0
2018-12-29T09:35:00Z,0.0
2018-12-29T09:40:00Z,0.0
2018-12-29T09:45:00Z,0.0
2018-12-29T09:50:00Z,0.0
2018-12-29T09:55:00Z,0.0
2018-12-29T10:00:00Z,0.0
2018-12-29T10:05:00Z,0.0
2018-12-29T10:10:00Z,0.0
2018-12-29T10:15:00Z,0.0
2018-12-29T10:20:00Z,0.0
2018-12-29T10:25:00Z,0.0
2018-12-29T10:30:00Z,0.0
2018-12-29T10:35:00Z,0.0
2018-12-29T10:40:00Z,0.0
2018-12-29T10:45:00Z,0.0
2018-12-29T10:50:00Z,0.0
2018-12-29T10:55:00Z,0.0
2018-12-29T11:00:00Z,0.0
2018-12-29T11:05:00Z,0.0
2018-12-29T11:10:00Z,0.0
2018-12-29T11:15:00Z,0.0
2018-12-29T11:20:00Z,0.0
2018-12-29T11:25:00Z,0.0
2018-12-29T11:30:00Z,0.0
2018-12-29T11:35:00Z,0.0
2018-12-29T11:40:00Z,0.0
2018-12-29T11:45:00Z,0.0
2018-12-29T11:50:00Z,0.0
2018-12-29T11:55:00Z,0.0
2018-12-29T12:00:00Z,0.0
2018-12-29T12:05:00Z,0.0
2018-12-29T12:10:00Z,0.0
2018-12-29T12:15:00Z,0.0
2018-12-29T12:20:00Z,0.0
2018-12-29T12:25:00Z,0.0
2018-12-29T12:30:00Z,0.0
2018-12-29T12:35:00Z,0.0
2018-12-29T12:40:00Z,0.0
2018-12-29T12:45:00Z,0.0
2018-12-29T12:50:00Z,0.0
2018-12-29T12:55:00Z,0.0
2018-12-29T13:00:00Z,0.0
2018-12-29T13:05:00Z,0.0
2018-12-29T13:10:00Z,0.0
2018-12-29T13:15:00Z,0.0
2018-12-29T13:20:00Z,0.0
2018-12-29T13:25:00Z,0.0
2018-12-29T13:30:00Z,0.0
2018-12-29T13:35:00Z,0.0
2018-12-29T13:40:00Z,0.0
2018-12-29T13:45:00Z,0.0
2018-12-29T13:50:00Z,0.0
2018-12-29T13:55:00Z,0.0
2018-12-29T14:00:00Z,0.0
2018-12-29T14:05:00Z,0.0
2018-12-29T14:10:00Z,0.0
2018-12-29T14:15:00Z,0.0
2018-12-29T14:20:00Z,0.0
2018-12-29T14:25:00Z,0.0
2018-12-29T14:30:00Z,0.0
2018-12-29T14:35:00Z,0.0
2018-12-29T14:40:00Z,0.0
2018-12-29T14:45:00Z,0.0
2018-12-29T14:50:00Z,0.0
2018-12-29T14:55:00Z,0.0
2018-12-29T15:00:00Z,0.0
2018-12-29T15:05:00Z,0.0
2018-12-29T15:10:00Z,0.0
2018-12-29T15:15:00Z,0.0
2018-12-29T15:20:00Z,0.0
2018-12-29T15:25:00Z,0.0
2018-12-29T15:30:00Z,0.0
2018-12-29T15:35:00Z,0.0
2018-12-29T15:40:00Z,0.0
2018-12-29T15:45:00Z,0.0
2018-12-29T15:50:00Z,0.0
2018-12-29T15:55:00Z,0.0
2018-12-29T16:00:00Z,0.0
2018-12-29T16:05:00Z,0.0
2018-12-29T16:10:00Z,0.0
2018-12-29T16:15:00Z,0.0
2018-12-29T16:20:00Z,0.0
2018-12-29T16:25:00Z,0.0
2018-12-29T16:30:00Z,0.0
2018-12-29T16:35:00Z,0.0
2018-12-29T16:40:00Z,0.0
2018-12-29T16:45:00Z,0.0
2018-12-29T16:50:00Z,0.0
2018-12-29T16:55:00Z,0.0
2018-12-29T17:00:00Z,0.0
2018-12-29T17:05:00Z,0.0
2018-12-29T17:10:00Z,0.0
2018-12-29T17:15:00Z,0.0
2018-12-29T17:20:00Z,0.0
2018-12-29T17:25:00Z,0.0
2018-12-29T17:30:00Z,0.0
2018-12-29T17:35:00Z,0.0
2018-12-29T17:40:00Z,0.0
2018-12-29T17:45:00Z,0.0
2018-12-29T17:50:00Z,0.0
2018-12-29T17:55:00Z,0.0
2018-12-29T18:00:00Z,0.0
2018-12-29T18:05:00Z,0.0
2018-12-29T18:10:00Z,0.0
2018-12-29T18:15:00Z,0.0
2018-12-29T18:20:00Z,0.0
2018-12-29T18:25:00Z,0.0
2018-12-29T18:30:00Z,0.0
2018-12-29T18:35:00Z,0.0
2018-12-29T18:40:00Z,0.0
2018-12-29T18:45:00Z,0.0
2018-12-29T18:50:00Z,0.0
2018-12-29T18:55:00Z,0.0
2018-12-29T19:00:00Z,0.0
2018-12-29T19:05:00Z,0.0
2018-12-29T19:10:00Z,0.0
2018-12-29T19:15:00Z,0.0
2018-12-29T19:20:00Z,0.0
2018-12-29T19:25:00Z,0.0
2018-12-29T19:30:00Z,0.0
2018-12-29T19:35:00Z,0.0
2018-12-29T19:40:00Z,0.0
2018-12-29T19:45:00Z,0.0
2018-12-29T19:50:00Z,0.0
2018-12-29T19:55:00Z,0.0
2018-12-29T20:00:00Z,0.0
2018-12-29T20:05:00Z,0.0
2018-12-29T20:10:00Z,0.0
2018-12-29T20:15:00Z,0.0
2018-12-29T20:20:00Z,0.0
2018-12-29T20:25:00Z,0.0
2018-12-29T20:30:00Z,0.0
2018-12-29T20:35:00Z,0.0
2018-12-29T20:40:00Z,0.0
2018-12-29T20:45:00Z,0.0
2018-12-29T20:50:00Z,0.0
2018-12-29T20:55:00Z,0.0
2018-12-29T21:00:00Z,0.0
2018-12-29T21:05:00Z,0.0
2018-12-29T21:10:00Z,0.0
2018-12-29T21:15:00Z,0.0
2018-12-29T21:20:00Z,0.0
2018-12-29T21:25:00Z,0.0
2018-12-29T21:30:00Z,0.0
2018-12-29T21:35:00Z,0.0
2018-12-29T21:40:00Z,0.0
2018-12-29T21:45:00Z,0.0
2018-12-29T21:50:00Z,0.0
2018-12-29T21:55:00Z,0.0
2018-12-29T22:00:00Z,0.0
2018-12-29T22:05:00Z,0.0
2018-12-29T22:10:00Z,0.0
2018-12-29T22:15:00Z,0.0
2018-12-29T22:20:00Z,0.0
2018-12-29T22:25:00Z,0.0
2018-12-29T22:30:00Z,0.0
2018-12-29T22:35:00Z,0.0
2018-12-29T22:40:00Z,0.0
2018-12-29T22:45:00Z,0.0
2018-12-29T22:50:00Z,0.0
2018-12-29T22:55:00Z,0.0
2018-12-29T23:00:00Z,0.0
2018-12-29T23:05:00Z,0.0
2018-12-29T23:10:00Z,0.0
2018-12-29T23:15:00Z,0.0
2018-12-29T23:20:00Z,0.0
2018-12-29T23:25:00Z,0.0
2018-12-29T23:30:00Z,0.0
2018-12-29T23:35:00Z,0.0
2018-12-29T23:40:00Z,0.0
2018-12-29T23:45:00Z,0.0
2018-12-29T23:50:00Z,0.0
2018-12-29T23:55:00Z,0.0
2018-12-30T00:00:00Z,0.0
2018-12-30T00:05:00Z,0.0
2018-12-30T00:10:00Z,0.0
2018-12-30T00:15:00Z,0.0
2018-12-30T00:20:00Z,0.0
2018-12-30T00:25:00Z,0.0
2018-12-30T00:30:00Z,0.0
2018-12-30T00:35:00Z,0.0
2018-12-30T00:40:00Z,0.0
2018-12-30T00:45:00Z,0.0
2018-12-30T00:50:00Z,0.0
2018-12-30T00:55:00Z,0.0
2018-12-30T01:00:00Z,0.0
2018-12-30T01:05:00Z,0.0
2018-12-30T01:10:00Z,0.0
2018-12-30T01:15:00Z,0.0
2018-12-30T01:20:00Z,0.0
2018-12-30T01:25:00Z,0.0
2018-12-30T01:30:00Z,0.0
2018-12-30T01:35:00Z,0.0
2018-12-30T01:40:00Z,0.0
2018-12-30T01:45:00Z,0.0
2018-12-30T01:50:00Z,0.0
2018-12-30T01:55:00Z,0.0
2018-12-30T02:00:00Z,0.0
2018-12-30T02:05:00Z,0.0
2018-12-30T02:10:00Z,0.0
2018-12-30T02:15:00Z,0.0
2018-12-30T02:20:00Z,0.0
2018-12-30T02:25:00Z,0.0
2018-12-30T02:30:00Z,0.0
2018-12-30T02:35:00Z,0.0
2018-12-30T02:40:00Z,0.0
2018-12-30T02:45:00Z,0.0
2018-12-30T02:50:00Z,0.0
2018-12-30T02:55:00Z,0.0
2018-12-30T03:00:00Z,0.0
2018-12-30T03:05:00Z,0.0
2018-12-30T03:10:00Z,0.0
2018-12-30T03:15:00Z,0.0
2018-12-30T03:20:00Z,0.0
2018-12-30T03:25:00Z,0.0
2018-12-30T03:30:00Z,0.0
2018-12-30T03:35:00Z,0.0
2018-12-30T03:40:00Z,0.0
2018-12-30T03:45:00Z,0.0
2018-12-30T03:50:00Z,0.0
2018-12-30T03:55:00Z,0.0
2018-12-30T04:00:00Z,0.0
2018-12-30T04:05:00Z,0.0
2018-12-30T04:10:00Z,0.0
2018-12-30T04:15:00Z,0.0
2018-12-30T04:20:00Z,0.0
2018-12-30T04:25:00Z,0.0
2018-12-30T04:30:00Z,0.0
2018-12-30T04:35:00Z,0.0
2018-12-30T04:40:00Z,0.0
2018-12-30T04:45:00Z,0.0
2018-12-30T04:50:00Z,0.0
2018-12-30T04:55:00Z,0.0
2018-12-30T05:00:00Z,0.0
2018-12-30T05:05:00Z,0.0
2018-12-30T05:10:00Z,0.0
2018-12-30T05:15:00Z,0.0
2018-12-30T05:20:00Z,0.0
2018-12-30T05:25:00Z,0.0
2018-12-30T05:30:00Z,0.0
2018-12-30T05:35:00Z,0.0
2018-12-30T05:40:00Z,0.0
2018-12-30T05:45:00Z,0.0
2018-12-30T05:50:00Z,0.0
2018-12-30T05:55:00Z,0.0
2018-12-30T06:00:00Z,0.0
2018-12-30T06:05:00Z,0.0
2018-12-30T06:10:00Z,0.0
2018-12-30T06:15:00Z,0.0
2018-12-30T06:20:00Z,0.0
2018-12-30T06:25:00Z,0.0
2018-12-30T06:30:00Z,0.0
2018-12-30T06:35:00Z,0.0
2018-12-30T06:40:00Z,0.0
2018-12-30T06:45:00Z,0.0
2018-12-30T06:50:00Z,0.0
2018-12-30T06:55:00Z,0.0
2018-12-30T07:00:00Z,0.0
2018-12-30T07:05:00Z,0.0
2018-12-30T07:10:00Z,0.0
2018-12-30T07:15:00Z,0.0
2018-12-30T07:20:00Z,0.0
2018-12-30T07:25:00Z,0.0
2018-12-30T07:30:00Z,0.0
2018-12-30T07:35:00Z,0.0
2018-12-30T07:40:00Z,0.0
2018-12-30T07:45:00Z,0.0
2018-12-30T07:50:00Z,0.0
2018-12-30T07:55:00Z,0.0
2018-12-30T08:00:00Z,0.0
2018-12-30T08:05:00Z,0.0
2018-12-30T08:10:00Z,0.0
2018-12-30T08:15:00Z,0.0
2018-12-30T08:20:00Z,0.0
2018-12-30T08:25:00Z,0.0
2018-12-30T08:30:00Z,0.0
2018-12-30T08:35:00Z,0.0
2018-12-30T08:40:00Z,0.0
2018-12-30T08:45:00Z,0.0
2018-12-30T08:50:00Z,0.0
2018-12-30T08:55:00Z,0.0
2018-12-30T09:00:00Z,0.0
2018-12-30T09:05:00Z,0.0
2018-12-30T09:10:00Z,0.0
2018-12-30T09:15:00Z,0.0
2018-12-30T09:20:00Z,0.0
2018-12-30T09:25:00Z,0.0
2018-12-30T09:30:00Z,0.0
2018-12-30T09:35:00Z,0.0
2018-12-30T09:40:00Z,0.0
2018-12-30T09:45:00Z,0.0
2018-12-30T09:50:00Z,0.0
2018-12-30T09:55:00Z,0.0
2018-12-30T10:00:00Z,0.0
2018-12-30T10:05:00Z,0.0
2018-12-30T10:10:00Z,0.0
2018-12-30T10:15:00Z,0.0
2018-12-30T10:20:00Z,0.0
2018-12-30T10:25:00Z,0.0
2018-12-30T10:30:00Z,0.0
2018-12-30T10:35:00Z,0.0
2018-12-30T10:40:00Z,0.0
2018-12-30T10:45:00Z,0.0
2018-12-30T10:50:00Z,0.0
2018-12-30T10:55:00Z,0.0
2018-12-30T11:00:00Z,0.0
2018-12-30T11:05:00Z,0.0
2018-12-30T11:10:00Z,0.0
2018-12-30T11:15:00Z,0.0
2018-12-30T11:20:00Z,0.0
2018-12-30T11:25:00Z,0.0
2018-12-30T11:30:00Z,0.0
2018-12-30T11:35:00Z,0.0
2018-12-30T11:40:00Z,0.0
2018-12-30T11:45:00Z,0.0
2018-12-30T11:50:00Z,0.0
2018-12-30T11:55:00Z,0.0
2018-12-30T12:00:00Z,0.0
2018-12-30T12:05:00Z,0.0
2018-12-30T12:10:00Z,0.0
2018-12-30T12:15:00Z,0.0
2018-12-30T12:20:00Z,0.0
2018-12-30T12:25:00Z,0.0
2018-12-30T12:30:00Z,0.0
2018-12-30T12:35:00Z,0.0
2018-12-30T12:40:00Z,0.0
2018-12-30T12:45:00Z,0.0
2018-12-30T12:50:00Z,0.0
2018-12-30T12:55:00Z,0.0
2018-12-30T13:00:00Z,0.0
2018-12-30T13:05:00Z,0.0
2018-12-30T13:10:00Z,0.0
2018-12-30T13:15:00Z,0.0
2018-12-30T13:20:00Z,0.0
